,data,target
1537,What are the only two states that incorporate the Confederate battle flag in their flags ?,LOC
1538,What kind of dog is Scooby Doo ?,ENTY
1539,How many pairs of wings does a tsetse fly have ?,NUM
1540,What made the short-lived Star Hawks strip so unique ?,DESC
1541,What nutrients are for healthy bones and teeth ?,ENTY
1542,What does SHIELD stand for ?,ABBR
1543,What 's the farthest planet from the sun ?,LOC
1544,What is the wingspan of a condor ?,NUM
1545,Who were the only two bald U.S. Presidents ?,HUM
1546,What four elements make up 90 percent of the human body ?,ENTY
1547,Where do lobsters like to live ?,LOC
1548,What two countries is Andorra nestled between ?,LOC
1549,What star-faring race brought about the Inhumans on Marvel 's Earth ?,ENTY
1550,How many Stradivarius violins were ever made ?,NUM
1551,What double talking `` professor '' holds a doctorate in Nothing ?,HUM
1552,What kind of creature is a coot ?,ENTY
1553,What English word has the most letters ?,ENTY
1554,How did the war of 1812 affect Delaware ?,DESC
1555,Who was the prophet of the Muslim people ?,HUM
1556,On which Hawaiian island is Pearl Harbor ?,LOC
1557,Who 's the only president buried in Washington,HUM
1558,What is the number of American soldiers deployed to South Korea ?,NUM
1559,Where can I buy movies on videotape online ?,LOC
1560,"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?",HUM
1561,Who invented the Wonderbra ?,HUM
1562,What is the fear of being loved ?,ENTY
1563,Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?,HUM
1564,What was the killer whale who died at Sea World of a fungal infection named ?,ENTY
1565,What is saltpeter ?,DESC
1566,What kind of creatures are the Canary Islands named for ?,ENTY
1567,How can I get a CCT diagram ?,DESC
1568,What is commonly considered the fifth sense ?,DESC
1569,Who invented the stock ticker in 1870 ?,HUM
1570,How do I find a web address for a company ?,DESC
1571,When is Bastille Day ?,NUM
1572,Which killer whale died at Sea World of a fungal infection ?,ENTY
1573,Give a reason for American Indians oftentimes dropping out of school .,DESC
1574,Who were the Yankee 's frequent enemies ?,HUM
1575,What does a heliologist study ?,ENTY
1576,Who is Rocky 's and Bullwinkle 's ever-lost friend ?,HUM
1577,What is the world 's deadliest infectious disease ?,ENTY
1578,Who is Langston Hughes ?,HUM
1579,What are some chemical properties of mendelevium ?,DESC
1580,How many people died when the Estonia sank in 1994 ?,NUM
1581,What is a fear of cholera ?,ENTY
1582,What is the real name of disc jockey `` Wolfman Jack '' ?,HUM
1583,Who is the nebbish that is Marvel 's official mascot ?,HUM
1584,What are the top vegetable crops in the world ?,ENTY
1585,What did Jimmy Stewart invent ?,ENTY
1586,Why does it say on children 's cough syrup not to drive while using this medication ?,DESC
1587,What famous communist leader died in Mexico City ?,HUM
1588,Where is Kings Canyon ?,LOC
1589,What is the richest state in the U.S. ?,LOC
1590,What longtime game show host dropped dead while jogging in Central Park in 1984 ?,HUM
1591,How did former WWF wrestler Rick Rude die ?,DESC
1592,What is a Cartesian Diver ?,DESC
1593,What is the recipe or formula for Coca-Cola ?,ENTY
1594,Who portrayed George M. Cohan in 1942 's Yankee Doodle Dandy ?,HUM
1595,What color are school buses ?,ENTY
1596,What is the daily requirement of folic acid for an expectant mother ?,DESC
1597,What mountainous region of the world is the Lhasa Apso dog native to ?,LOC
1598,What game does Garry Kasparov play ?,ENTY
1599,Who is the composer of `` Canon in D Major '' ?,HUM
1600,"On average , how long time does it take to type a screenplay ?",NUM
1601,What animal causes the biggest threat to humans ?,ENTY
1602,What is a ` borrow pit ' ?,DESC
1603,What Russian seaport has a name meaning `` Lord of the East '' ?,LOC
1604,What is Latin for incompetent ?,ENTY
1605,What is the correct way to use `` may '' vs. `` might '' ?,ENTY
1606,How do movie blues screens work ?,DESC
1607,What was the number of assassinations and attempts to assassinate in the U.S. since 1865 ?,NUM
1608,Where are good science sites on the Internet ?,LOC
1609,What causes rust ?,DESC
1610,What U.S. university boasts the largest library ?,HUM
1611,Who are the Challengers of the Unknown ?,HUM
1612,"What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?",HUM
1613,What are the top ten all-time money making NFL teams ?,HUM
1614,What 's the first day of the week ?,NUM
1615,When did the original Howdy Doody show go off the air ?,NUM
1616,What is the largest U.S. state east of the Mississippi ?,LOC
1617,What debts did Qintex group leave ?,NUM
1618,What bottled-up TV character was born in Baghdad ?,HUM
1619,Who used to make cars with rotary engines ?,HUM
1620,Name Pittsburgh 's baseball team .,HUM
1621,"What common plant has a button , cap , cup , gills , and ring ?",ENTY
1622,How has TV affected our society ?,DESC
1623,Which operating system runs on IBM-compatible machines ?,ENTY
1624,What record company produced the 1978 movie The Wiz ?,HUM
1625,What company sells the most greeting cards ?,HUM
1626,Approximately how much does a teaspoon of matter weigh in a black hole ?,NUM
1627,What 's a male `` cuckquean '' ?,DESC
1628,What film ends with the line,ENTY
1629,What country is the largest diamond producer ?,LOC
1630,Which infectious disease kills the most people worldwide ?,ENTY
1631,What country was Hitler the chancellor of ?,LOC
1632,What five cards make up a perfect Cribbage hand ?,ENTY
1633,What 's an auberge in France ?,DESC
1634,What actor has a tattoo on his right wrist reading Scotland Forever ?,HUM
1635,Where have the most dinosaur remains been found ?,LOC
1636,How many continents are there ?,NUM
1637,Whose cupboard was bare ?,HUM
1638,What is the zodiac sign for August 14 ?,ENTY
1639,What would happen to Canada if Quebec separated ?,DESC
1640,"What 's Mrs. Bridges 's job on TV 's Upstairs , Downstairs ?",HUM
1641,What is Remembrance Day all about ?,DESC
1642,What is the proof that houseplants metabolize carcinogens ?,DESC
1643,How does James Bond like his martinis ?,DESC
1644,What TV station did Mary Richards work for ?,ENTY
1645,What title did Shevardnadze have during the Soviet era ?,HUM
1646,What kind of animal was Winnie the Pooh ?,ENTY
1647,What is the name of the inventor of silly putty ?,HUM
1648,What 's the rathaus in Frankfurt ?,DESC
1649,Why can 't ostriches fly ?,DESC
1650,What university was Woodrow Wilson President of ?,HUM
1651,What animal has killed the most people ?,ENTY
1652,What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?,ENTY
1653,What is worth seeing in Reims ?,LOC
1654,What was the number of people that Randy Steven Craft was convicted of killing ?,NUM
1655,Who headed Hitler 's infamous Gestapo ?,HUM
1656,How many grooves are on a dime ?,NUM
1657,What 's the largest U.S. city on the Great Lakes ?,LOC
1658,What was the name of Hitler 's unsuccessful attempt to overthrow the Bavarian government in Munich in 1923 ?,ENTY
1659,What international amateur sports spectacle was first telecast in 1956 ?,ENTY
1660,Where is Trinidad ?,LOC
1661,What series of trials followed World War II ?,ENTY
1662,What is InterLata Internet service ?,DESC
1663,What constellation contains the twins Castor and Pollux ?,LOC
1664,How much salt is in the oceans ?,NUM
1665,What arch can you see from the Place de la Concorde ?,LOC
1666,What does hazmat stand for ?,DESC
1667,What is New England 's highest mountain ?,LOC
1668,What novel has Big Brother watching ?,ENTY
1669,When was Christ born ?,NUM
1670,What South Korean city is served by Kimpo International Airport ?,LOC
1671,When did Amtrak begin operations ?,NUM
1672,Why did the Shea & Gould law firm leave Los Angeles ?,DESC
1673,What is kept in Fort Knox that is so valuable ?,ENTY
1674,Which organization is the Security Council a part of ?,HUM
1675,How many acres in a mile ?,NUM
1676,"What World War I battle saw 6 , 0 troops killed in one day ?",ENTY
1677,How much iron is in your body ?,NUM
1678,How many sides does an obelisk have ?,NUM
1679,How many spaces follow a period at the end of a sentence ?,NUM
1680,How many millimeters are in a mile ?,NUM
1681,What is the chance of conceiving quadruplets ?,NUM
1682,What do Mormons believe ?,DESC
1683,Who was the lawyer who represented Randy Steven Craft ?,HUM
1684,Who wrote `` The Pit and the Pendulum '' ?,HUM
1685,How many cards are dealt to each player in Gin Rummy ?,NUM
1686,"When did Lucelly Garcia , a former ambassador of Columbia to Honduras , die ?",NUM
1687,What is Larry King 's occupation ?,HUM
1688,Where is the human skin least sensitive ?,ENTY
1689,Who invented volleyball ?,HUM
1690,Who was William Henry Harrison ?,HUM
1691,Where did bocci originate ?,LOC
1692,Who played the Ringo Kid in the 1939 film Stagecoach ?,HUM
1693,What foods contain the most protein ?,ENTY
1694,Where can I find a list of `` classic '' books 5th and 6th graders should read ?,LOC
1695,What was the name of Humphrey Bogart 's club in Casablanca ?,HUM
1696,What constitutes an adult ?,ENTY
1697,What is a fear of shadows ?,ENTY
1698,How do Ouija Boards work ?,DESC
1699,What 's the population of Mississippi ?,NUM
1700,Who sings Angel Eyes from the 80 's ?,HUM
1701,"What famous New York City mayor wrote the hit song , `` Will You Love Me in December as You Do in May ? ''",HUM
1702,Who wrote ` Hamlet ' ?,HUM
1703,How many wives did Brigham Young have ?,NUM
1704,What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?,HUM
1705,What English explorer discovered and named Virginia ?,HUM
1706,Where is the Kalahari desert ?,LOC
1707,What city or state do the most gay men live in ?,LOC
1708,Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?,HUM
1709,How many pairs of legs does a lobster have ?,NUM
1710,How often are brain cells replaced ?,NUM
1711,"What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?",ENTY
1712,What 's the only East european country not tied to the ruble ?,LOC
1713,What is the name of the largest water conservancy project in China ?,ENTY
1714,What is the largest office block in the world ?,LOC
1715,What is Sinn Fein ?,DESC
1716,What are the 10 largest cities in the US ?,LOC
1717,How much will the California be in the year 2000 ?,NUM
1718,What was the food of the Greek gods called ?,ENTY
1719,What country contains the highest point in South America ?,LOC
1720,"What English physician was born on January 18 , 1779 and went on to create two important inventions ?",HUM
1721,Who is Charles Lindbergh ?,HUM
1722,What are the rules to `` snow golf '' ?,DESC
1723,When was the last major eruption of Mount St. Helens ?,NUM
1724,What non-conformist abstract painter was dubbed Jack The Dripper by Time ?,HUM
1725,Who was Gerald Ford 's vice president ?,HUM
1726,What country 's people are the top television watchers ?,LOC
1727,What are tourist attractions in Reims ?,LOC
1728,What was the name of Aristotle Onassis 's yacht ?,ENTY
1729,What is HTML ?,ABBR
1730,"What poem contains the line , `` grow old with me the best is yet to be '' .",ENTY
1731,What is Bill Gates of Microsoft E-mail address ?,LOC
1732,"What soft drink first appeared in the Old Corner Drug Store in Waco , Texas , in 1885 ?",ENTY
1733,"What was organized as a Confederate veterans ' social club in Pulaski , in Tennessee , in 1866 ?",ENTY
1734,What is the weakest bone in the body ?,ENTY
1735,How is it correct to say ` qigong ' ?,DESC
1736,What was the name of the director of the movie `` Jaws '' ?,HUM
1737,CNN began broadcasting in what year ?,NUM
1738,Where was Christopher Columbus born ?,LOC
1739,How many innings are there in a regulation softball game ?,NUM
1740,Name four famous cartoon cats .,ENTY
1741,How long do you have to live in a community to vote ?,NUM
1742,What are the Urals ?,DESC
1743,Who was President Cleveland 's wife ?,HUM
1744,What is the Internet2 ?,DESC
1745,What is the word for love of pain or abuse ?,ENTY
1746,What is nuclear proliferation ?,DESC
1747,What are the ingredients of Coca-Cola ?,ENTY
1748,How was the Kennedy money made ?,DESC
1749,What dog was dubbed The Mortgage Lifter ?,ENTY
1750,How many stations do you shoot from in the basketball game `` Around the World '' ?,NUM
1751,In what year was the first patent for the pull-tab opener on cans obtained ?,NUM
1752,"Why do people get goosebumps when they have something emotional happen to them , like when they hear a beautiful piece of music , or see something beautiful , or get aroused by someone they love ?",DESC
1753,What is a Guild ?,DESC
1754,Who made a boat out of gopher wood ?,HUM
1755,What were the achievements of Richard Nixon ?,ENTY
1756,What disease does Katharine Hepburn have that makes her voice shake ?,ENTY
1757,How far is it from Phoenix to Blythe ?,NUM
